name,ftype,tier,lat,lon
Oleh Central Hospital,Hospital,Tier3 provincial hospital,5.458432,6.203172
Olomoro General Hospital,General Hospital,Tier3 provincial hospital,5.418503,6.129152
Omadino Government Hospital,Hospital,Tier3 provincial hospital,5.62650425,5.65070696
Onicha-Olone General Hospital,General Hospital,Tier3 provincial hospital,6.3667,6.5666
Onicha-Uku General Hospital,General Hospital,Tier3 provincial hospital,6.3742,6.461819
Orerokpe General Hospital,General Hospital,Tier3 provincial hospital,5.632897,5.891453
Orogun Government Hospital,Hospital,Tier3 provincial hospital,5.637054,6.152953
Otor Udu General Hospital,General Hospital,Tier3 provincial hospital,5.459177,5.868067
Otu-Jeremi Government Hospital,Hospital,Tier3 provincial hospital,5.438131,5.877432
Owa-Alero Government Hospital,Hospital,Tier3 provincial hospital,6.21942,6.216658
Owa-Oyibu General Hospital,General Hospital,Tier3 provincial hospital,6.180544,6.191198
Owhelogbo General Hospital,General Hospital,Tier3 provincial hospital,5.592969,6.19972
Ozoro General Hospital,General Hospital,Tier3 provincial hospital,5.548729,6.238207
Patani General Hospital,General Hospital,Tier3 provincial hospital,5.227353,6.191513
Qgbe Ijaw General Hospital,General Hospital,Tier3 provincial hospital,5.512908,5.746943
Sapele Central Hospital,Hospital,Tier3 provincial hospital,5.89405,5.67666
Ubulu-Uku General Hospital,General Hospital,Tier3 provincial hospital,6.2343,6.44611
Ugbevwe-Jesse Government Hospital,Hospital,Tier3 provincial hospital,5.880727,5.812996
Ugboroke Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.550679,5.757578
Ughelli Central Hospital,Hospital,Tier3 provincial hospital,5.49418,5.99532
Umeh Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.263113,6.149947
Umunede Government Hospital,Hospital,Tier3 provincial hospital,6.25124,6.30609
Umuolu General Hospital,General Hospital,Tier3 provincial hospital,5.431357,6.485941
Umutu Government Hospital,Hospital,Tier3 provincial hospital,5.908485000000001,6.225649
Uzere Government Hospital,Hospital,Tier3 provincial hospital,5.332891064347826,6.239199
Warri Central Hospital,Hospital,Tier3 provincial hospital,5.517,5.75
Agubia Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.07048,8.11184
Ebonyi State University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,6.325718,8.080034
Ebonyi State University Teaching Hospital Nwezenyi Annex,University Teaching Hospital,Tier4 central hospital,6.574151,8.244483
Elinwovu General Hospital,General Hospital,Tier3 provincial hospital,6.210362,8.112093
Ezzamgbo General Hospital,General Hospital,Tier3 provincial hospital,6.39567,7.97642
Iboko General Hospital,General Hospital,Tier3 provincial hospital,6.407186,8.233175
Igboji General Hospital,General Hospital,Tier3 provincial hospital,6.0802,8.1512
Ishiagu General Hospital,General Hospital,Tier3 provincial hospital,5.95542,7.56335
Itim Ukwu General Hospital,General Hospital,Tier3 provincial hospital,5.84063,7.92695
Mile Four Hospital,Hospital,Tier3 provincial hospital,6.36544,8.06665
Odomoke General Hospital,General Hospital,Tier3 provincial hospital,6.50801,8.129903
Okposi General Hospital,General Hospital,Tier3 provincial hospital,6.02943,7.83086
Omege Umuezekoha Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.30382,7.8719
Onicha General Hospital,General Hospital,Tier3 provincial hospital,6.10965,7.82509
Onueke General Hospital,General Hospital,Tier3 provincial hospital,6.16986,8.08402
Owutu Edda General Hospital,General Hospital,Tier3 provincial hospital,5.8,7.85
Rural Improvement Mission Hospital,Rural Hospital,Tier3 provincial hospital,6.147918,8.276101
Umuezekoha General Hospital,General Hospital,Tier3 provincial hospital,6.2966,7.91444
Abudu General Hospital,General Hospital,Tier3 provincial hospital,6.29464,6.03153
Afuze General Hospital,General Hospital,Tier3 provincial hospital,6.973132,6.03658
Agbede General Hospital,General Hospital,Tier3 provincial hospital,6.871696115,6.266691685
Agenebode General Hospital,General Hospital,Tier3 provincial hospital,7.106423,6.696454
Alafia Hospital Igarra,Hospital,Tier3 provincial hospital,7.26941,6.12803
Anegbette District Hospital,District Hospital,Tier3 provincial hospital,6.834499,6.58485
Apana District Hospital,District Hospital,Tier3 provincial hospital,7.139772,6.387182
Auchi Central Hospital,Hospital,Tier3 provincial hospital,7.07682,6.27053
Egba District Hospital,District Hospital,Tier3 provincial hospital,6.496081,5.750331
Ekiadolor District Hospital,District Hospital,Tier3 provincial hospital,6.49428,5.58536
Ekpoma General Hospital,General Hospital,Tier3 provincial hospital,6.74206,6.139
Ewohimi General Hospital,General Hospital,Tier3 provincial hospital,6.484342,6.322321
Fugar General Hospital,General Hospital,Tier3 provincial hospital,7.08333,6.5
Ibillo General Hospital,General Hospital,Tier3 provincial hospital,7.44039,6.06867
Iduwele Ewu District Hospital,District Hospital,Tier3 provincial hospital,6.802201,6.241781
Igarra General Hospital,General Hospital,Tier3 provincial hospital,7.282303,6.103773
Igbanke General Hospital,General Hospital,Tier3 provincial hospital,6.328972,6.221122
Igueben General Hospital,General Hospital,Tier3 provincial hospital,6.61278,6.2475
Iguobazuwa General Hospital,General Hospital,Tier3 provincial hospital,6.56534,5.35406
Iruekpen Government Hospital,Hospital,Tier3 provincial hospital,6.74712,6.04719
Obayantor Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.11283,5.66747
Oben Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,5.99368,5.8995
Ogbona Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.11949,6.44468
Ohordua Comprehesive Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.490028501,6.414347291
Oredo Central Hospital,Hospital,Tier3 provincial hospital,6.31711,5.6273
Ososo Polyclinic,Polyclinic,Tier4 central hospital,7.402,6.24104
Otuo District Hospital,District Hospital,Tier3 provincial hospital,7.203578,6.000934
Sabongidda-Ora General Hospital,General Hospital,Tier3 provincial hospital,6.90544,5.93525
Ubiaja General Hospital,General Hospital,Tier3 provincial hospital,6.775751467,6.311564042
Udo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.47271273,5.35416589
Uneme-Osu District Hospital,District Hospital,Tier3 provincial hospital,7.35394,6.23534
University Of Benin Teaching Hospital,University Teaching Hospital,Tier4 central hospital,6.390594,5.613075
Urhonigbe General Hospital,General Hospital,Tier3 provincial hospital,5.98356,6.17783
Urohi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.60852,6.10033
Uromi Central Hospital,Hospital,Tier3 provincial hospital,6.70826,6.32893
Usen General Hospital,General Hospital,Tier3 provincial hospital,6.738032,5.338213
Usugbenu District Hospital,District Hospital,Tier3 provincial hospital,6.738658,6.221823
Uzebba General Hospital,General Hospital,Tier3 provincial hospital,6.99505,5.90384
Aaye Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.80364,5.22078
Agbado Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.5876,5.5219
Aisegba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.599038,5.478506
Ara Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.76782,5.11188
Aramoko General Hospital,General Hospital,Tier3 provincial hospital,7.64983,5.0696
Araromi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.7618,5.73248
Ayede General Hospital,General Hospital,Tier3 provincial hospital,7.88673,5.33265
Ayedun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.81413,5.58491
Ayegunle Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.8833,5.00622
Ayetoro Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.91664,5.15455
Baptist Hospital,Hospital,Tier3 provincial hospital,7.814203,5.584858
Edaoniyo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.95802,5.26
Efon General Hospital,General Hospital,Tier3 provincial hospital,7.72802,4.95226
Erekesan Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.651155,4.922124
Ido Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.84517,5.18307
Ido-Ile Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.80719,4.95403
Ifaki Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.78942,5.24852
Ifaki General Hospital,General Hospital,Tier3 provincial hospital,7.79759,5.2411
Igbaraodo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.50251,5.06257
Igbemo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.6841,5.3867
Igede Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.66676,5.13204
Igogo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.9823,5.1594
Ijan Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.629659,5.400245
Ijan General Hospital,General Hospital,Tier3 provincial hospital,7.62965866,5.40024531
Ijesa Isu General Hospital,General Hospital,Tier3 provincial hospital,7.7101,5.4984
Ikere Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.491321,5.23224
Ikere General Hospital,General Hospital,Tier3 provincial hospital,7.49132,5.23224
Ikogosi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.589475,4.99241
Ikole Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.78884,5.50504
Ikoro Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.836654,5.029513
Ilawe General Hospital,General Hospital,Tier3 provincial hospital,7.58327,5.11282
Ilogbo Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.86004,5.15556
Iloro Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.897614,5.108149
Ilu Itapa General Hospital,General Hospital,Tier3 provincial hospital,7.80396,5.374875
Iludun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.94158,5.25676
Ipoti Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.865937,5.070925
Iye Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.95561,5.23649
Iye General Hospital,General Hospital,Tier3 provincial hospital,7.94319,5.25164
Iyin General Hospital,General Hospital,Tier3 provincial hospital,7.65864,5.14878
Mary Assumta Hospital,Hospital,Tier3 provincial hospital,7.59337,5.21885
Ode-Ekiti Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.64567,5.55204
Ode-Ekiti General Hospital,General Hospital,Tier3 provincial hospital,7.613065,5.235328
Odose III General Hospital,General Hospital,Tier3 provincial hospital,7.43111,5.43646
Oju - Oro Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.806343,5.064952
Oke Royal Hospital,Hospital,Tier3 provincial hospital,7.80247,5.33781
Oke-Emure General Hospital,General Hospital,Tier3 provincial hospital,7.43163,5.4542
Okemesi General Hospital,General Hospital,Tier3 provincial hospital,7.83527,4.91939
Okeyard Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.46068,5.43119
Osi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.78825,5.15832
Otun Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.98634,5.12794
Otun General Hospital,General Hospital,Tier3 provincial hospital,7.9877,5.12988
Oye Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.799735,5.321998
Oye General Hospital,General Hospital,Tier3 provincial hospital,7.79965,5.32184
University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,7.644734,5.219114
Usi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,7.881626,5.171312
Abbi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.835347,7.238778
Achi Uno Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.155782,7.358361
Affa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.601464,7.324378
Agbani District Hospital,District Hospital,Tier3 provincial hospital,6.3079,7.55193
Aguobu Owa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.371464,7.272536
Akpoga Nike Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.45312,7.62328
Aku Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.702824,7.334688
Amagunze Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.330697,7.653988
Amalla Orba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.83844,7.46014
Amansiodo Imezi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.466661096,7.300071716
Amechi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.37986,7.51049
Asata Poly Clinic (Sub District Hospital),District Hospital,Tier3 provincial hospital,6.445768,7.500315
Awgu District Hospital,District Hospital,Tier3 provincial hospital,6.0742,7.4786
Egede Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.545212269,7.381685972
Eha Amufu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.65222,7.76837
Ehandiagu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.80867,7.553074
Ekwegbe Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,6.71365,7.426254
Enugu Ezike District Hospital,District Hospital,Tier3 provincial hospital,6.983962655,7.455006838
Enugu Government House Hospital,Hospital,Tier3 provincial hospital,6.446663,7.522319
Ette Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,7.05,7.45
Iji Nike Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.50994,7.5211
Ikem District Hospital,District Hospital,Tier3 provincial hospital,6.77902,7.71685
Inyi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.19934,7.26906
Itchi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.9701130000000004,7.342907
Mbu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.787601,7.6079
Mgbidi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.0747,7.4549
Mmaku Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.1027,7.4706
Mpu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.99522,7.637376
Ndiagu Obuno Akpugo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.336447,7.577792
Nenwe Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.135588,7.526123
Nkerefi Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.134555,7.695537
Nkpologu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.7674,7.2553
Nsukka District Hospital,District Hospital,Tier3 provincial hospital,6.8561,7.3927
Obeleagu Umana Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.350784,7.366215
Obimo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.809013,7.321433
Obollo Afor Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.91476,7.519204
Obukpa Cottage Hospital (Unth Annex),Cottage Hospital,Tier3 provincial hospital,6.9001,7.395
Oduma Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.08413,7.639098
Ogbaku Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.20709,7.5077
Ogbede Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.6712,7.3736
Oji River General Hospital,General Hospital,Tier3 provincial hospital,6.2368,7.2828
Okpanku Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.07064,7.40152
Okpatu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.57149,7.41396
Okpuje Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.90611,7.29409
Olo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.415054,7.166107
Onoli Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.0506,7.4749
Opi Agu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.7814,7.4365
Orba Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.859825,7.468445
Ovoko Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.898153,7.44059
Ubahu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.535658,7.678741
Udi District Hospital,District Hospital,Tier3 provincial hospital,6.3144,7.4258
Ugwogo Nike Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.628137,7.558997
Umulokpa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.51758,7.105349
University Of Nigeria Nsukka Medical Centre,University Teaching Hospital,Tier4 central hospital,6.855265,7.388434
University Of Nigeria Teaching Hospital (Enugu North),University Teaching Hospital,Tier4 central hospital,6.436004,7.479225
University Of Nigeria Teaching Hospital (Nkanu West),University Teaching Hospital,Tier4 central hospital,6.3138,7.4862
Uwani Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,6.421246,7.497155
Abaji General Hospital,General Hospital,Tier3 provincial hospital,8.486525,6.944094
Abuja National Hospital,Natonal Hospital,Tier4 central hospital,9.03911,7.46329
Asokoro General Hospital,General Hospital,Tier3 provincial hospital,9.04561,7.52327
Bwari General Hospital,General Hospital,Tier3 provincial hospital,9.28141,7.3848
Gawu Centre Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.210401,6.845173
Gawu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,9.210401999999998,6.845173
Heti Hospital,Hospital,Tier3 provincial hospital,8.781953,6.994312
Karshi General Hospital,General Hospital,Tier3 provincial hospital,8.82635,7.57109
Kubwa General Hospital,General Hospital,Tier3 provincial hospital,9.157214,7.341033
Kuje General Hospital,General Hospital,Tier3 provincial hospital,8.88144,7.23171
Kwali General Hospital,General Hospital,Tier3 provincial hospital,8.81747,7.03218
Maitama General Hospital,General Hospital,Tier3 provincial hospital,9.08622,7.48128
Nyanya General Hospital,General Hospital,Tier3 provincial hospital,9.02841,7.56965
Pandagi Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.513959,6.85483
Rubochi General Hospital,General Hospital,Tier3 provincial hospital,8.52951,7.0347
University Teaching Hospital Abuja,University Teaching Hospital,Tier4 central hospital,8.952811,7.062293
Wuse General Hospital,General Hospital,Tier3 provincial hospital,9.062729,7.468985
Yaba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,8.68333,6.8
Bajoga General Hospital,General Hospital,Tier3 provincial hospital,10.8577,11.43377
Bambam General Hospital,General Hospital,Tier3 provincial hospital,9.69446,11.51459
Billiri General Hospital,General Hospital,Tier3 provincial hospital,9.881628,11.208882
Bojude General Hospital,General Hospital,Tier3 provincial hospital,10.542526,11.022396
Deba General Hospital,General Hospital,Tier3 provincial hospital,10.221915,11.383418
Dukku General Hospital,General Hospital,Tier3 provincial hospital,10.82749,10.7735
Hina General Hospital,General Hospital,Tier3 provincial hospital,10.31053,11.51648
Kaltungo General Hospital,General Hospital,Tier3 provincial hospital,9.83014,11.32024
Kashere General Hospital,General Hospital,Tier3 provincial hospital,9.912656,11.009379
Kumo General Hospital,General Hospital,Tier3 provincial hospital,10.050865,11.196544
Malam Sidi General Hospital,General Hospital,Tier3 provincial hospital,10.46815,11.29361
Nafada General Hospital,General Hospital,Tier3 provincial hospital,11.09206,11.34156
Pindiga General Hospital,General Hospital,Tier3 provincial hospital,9.987677,10.952382
Potuki General Hospital,General Hospital,Tier3 provincial hospital,9.84799,11.68287
Talasse General Hospital,General Hospital,Tier3 provincial hospital,9.97373,11.66891
Tumu General Hospital,General Hospital,Tier3 provincial hospital,10.00692,11.013172
Zambuk General Hospital,General Hospital,Tier3 provincial hospital,10.32657,11.36068
Aboh Mbaise General Hospital,General Hospital,Tier3 provincial hospital,5.47714,7.27231
Ahiazu General Hospital,General Hospital,Tier3 provincial hospital,5.53389,7.25835
Alaenyi Ogwa General Hospital,General Hospital,Tier3 provincial hospital,5.61263,7.0905
Amadehi Hospital,Hospital,Tier3 provincial hospital,5.81103,6.90158
Amiri General Hospital,General Hospital,Tier3 provincial hospital,5.72925,6.961033
Arean Municipal Wbhe Unity Hospital,Hospital,Tier3 provincial hospital,5.48432,7.04523
Arondiuogu General Hospital,General Hospital,Tier3 provincial hospital,5.8738,7.17843
Egbema General Hospital,General Hospital,Tier3 provincial hospital,5.40237,6.82451
Ekwe Isu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.682509,7.047911
Ekwereocha Christ The King Hospital,Hospital,Tier3 provincial hospital,5.616067,7.349236
Ezi Ogbaku Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.566138,6.96242
Ezinihitte General Hospital,General Hospital,Tier3 provincial hospital,5.414456,7.316776
Ihitte Uboma General Hospital,General Hospital,Tier3 provincial hospital,5.61479,7.36642
Isu Njaba General Hospital,General Hospital,Tier3 provincial hospital,5.704568,7.068325
Izombe Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.62365,6.86715
Mbieri General Hospital,General Hospital,Tier3 provincial hospital,5.5703,7.01589
Ngor Okpala General Hospital,General Hospital,Tier3 provincial hospital,5.33871,7.15154
Nkwerre General Hospital,General Hospital,Tier3 provincial hospital,5.77005,7.0942
Obohia St. Anthony's Hospital,Hospital,Tier3 provincial hospital,5.56666,7.23333
Ogbaku Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.562907,6.936594
Oguta General Hospital,General Hospital,Tier3 provincial hospital,5.711874,6.803913
Okigwe General Hospital,General Hospital,Tier3 provincial hospital,5.836004019,7.35612452
Ugo Medical Centre Umumkpe Uzoagba,Hospital,Tier3 provincial hospital,5.553175,7.122434
Ugochukwu Hospital,Hospital,Tier3 provincial hospital,5.48375,7.00699
Umuedo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,5.117,7.098
Umuozu Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,5.721628,7.130833
Urualla General Hospital,General Hospital,Tier3 provincial hospital,5.845134,7.080989
Babura General Hospital,General Hospital,Tier3 provincial hospital,12.77254,9.01719
Birnin Kudu General Hospital,General Hospital,Tier3 provincial hospital,11.456688,9.483402
Birniwa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,12.7903,10.2348
Bulangu Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,12.08979,10.105718
Dutse General Hospital,General Hospital,Tier3 provincial hospital,11.72353754,9.36450264
Gumel General Hospital,General Hospital,Tier3 provincial hospital,12.6308,9.3932
Gwaram Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,11.27638,9.88583
Hadejia General Hospital,General Hospital,Tier3 provincial hospital,12.4526,10.04189
Jahun General Hospital,General Hospital,Tier3 provincial hospital,12.07926393,9.623315334
Kafin Hausa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,12.241566,9.911867
Kazaure General Hospital,General Hospital,Tier3 provincial hospital,12.6517,8.4132
Ringim General Hospital,General Hospital,Tier3 provincial hospital,12.14666017,9.15502782
Zainab Memorial Hospital,Hospital,Tier3 provincial hospital,12.64465749,8.408837914
Adonai Hospital,Hospital,Tier3 provincial hospital,10.428825,7.401937
Doka Rural Hospital,Rural Hospital,Tier3 provincial hospital,11.100054,7.1942
Gambo Sawaba General Hospital,General Hospital,Tier3 provincial hospital,10.963717,8.392839
Giwa General Hospital,General Hospital,Tier3 provincial hospital,11.249214,7.477734
Gwantu General Hospital,General Hospital,Tier3 provincial hospital,9.22314,8.46269
Hauwa'U Memorial Hospital,Hospital,Tier3 provincial hospital,10.584471,7.448971
Hunkuyi Rural Hospital,Rural Hospital,Tier3 provincial hospital,11.274286,7.653945
Idon Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.1,7.9
Ikara General Hospital,General Hospital,Tier3 provincial hospital,11.1547,8.23152
Jaji Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,10.809105,7.715362
Jibrin Maigwari General Hospital,General Hospital,Tier3 provincial hospital,10.657913,6.537179
Kachia General Hospital,General Hospital,Tier3 provincial hospital,9.86013,7.96257
Kafanchan General Hospital,General Hospital,Tier3 provincial hospital,9.59052,8.29619
Kagarko General Hospital,General Hospital,Tier3 provincial hospital,9.491475999999999,7.697074
Kaura Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.09723,8.46561
Kauru Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.574105,8.14603
Kawo General Hospital,General Hospital,Tier3 provincial hospital,10.582964,7.446759
Kujama Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.479327,7.671636
Kwoi General Hospital,General Hospital,Tier3 provincial hospital,9.45929,7.99578
Maigana Rural Hospital,Rural Hospital,Tier3 provincial hospital,11.0333,7.9332
Major Ibrahim Memorial Hospital (Sabon Gari),Hospital,Tier3 provincial hospital,11.12908,7.70578
Makarfi General Hospital,General Hospital,Tier3 provincial hospital,11.362186,7.909904
Pambegwa Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.675619,8.295511
Rigasa General Hospital,General Hospital,Tier3 provincial hospital,10.546173,7.35660295
Sabon Tasha General Hospital,General Hospital,Tier3 provincial hospital,10.445363,7.422789
Saminaka Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,10.413258,8.690997
Saminaka General Hospital,General Hospital,Tier3 provincial hospital,10.413259,8.690997
Shika Ahmadu Bello University Teaching Hospital,University Teaching Hospital,Tier4 central hospital,11.196635,7.568844
Soba Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,10.988211,8.055709
Turunku Rural Hospital,Rural Hospital,Tier3 provincial hospital,10.6467,7.346
Yusuf Dantsoho Memorial Hospital,Hospital,Tier3 provincial hospital,10.521437,7.417268
Zango Kataf General Hospital,General Hospital,Tier3 provincial hospital,9.828366,8.3991
Zonkwa General Hospital,General Hospital,Tier3 provincial hospital,9.786403,8.290221
Akilu Memorial Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.77982,8.29049
AKT Hospital,Hospital,Tier3 provincial hospital,11.968931,8.556233
Bichi General Hospital,General Hospital,Tier3 provincial hospital,12.235359,8.236487
Danbatta General Hospital,General Hospital,Tier3 provincial hospital,12.4333,8.5166
Dawakin Kudu General Hospital,General Hospital,Tier3 provincial hospital,11.83970342,8.60135839
Dawakin Tofa Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,12.107694,8.331533
Doguwa General Hospital,General Hospital,Tier3 provincial hospital,10.73571861,8.590772152
Fagwalawacott Hospital,Cottage Hospital,Tier3 provincial hospital,12.3189,8.6788
Gaya General Hospital,General Hospital,Tier3 provincial hospital,11.8681,9.001
Gezawa General Hospital,General Hospital,Tier3 provincial hospital,12.088332,8.751753
Gwarzo General Hospital,General Hospital,Tier3 provincial hospital,11.92569,7.937851
Hasiya Bayero Hospital,Hospital,Tier3 provincial hospital,11.98996,8.52086
Kabo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,11.85144108,8.1678959
Karaye Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.7833,8.0166
Kiru Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.7,8.1332
Kura General Hospital,General Hospital,Tier3 provincial hospital,11.77804649,8.424169421
M.A Wase Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,11.89304,8.4394
Minjibir General Hospital,General Hospital,Tier3 provincial hospital,12.1811,8.656
Rano General Hospital,General Hospital,Tier3 provincial hospital,11.56267,8.585547
Rogo Cottage Hospital,Cottage Hospital,Tier3 provincial hospital,11.552371,7.830452
Shanono Comprehensive Health Centre,Comprehensive Health Centre,Tier3 provincial hospital,12.05,7.9832
Sheik Major General Hospital,General Hospital,Tier3 provincial hospital,12.01204,8.523843
